PLAYER_ID,PLAYER_NAME,GAME_DATE,SEASON,OPPONENT,HOME_AWAY,PTS_ROLL_5,REB_ROLL_5,AST_ROLL_5,STL_ROLL_5,BLK_ROLL_5,TOV_ROLL_5,FG_PCT_ROLL_5,FG3_PCT_ROLL_5,FT_PCT_ROLL_5,MIN_ROLL_5,EFFICIENCY_ROLL_5,FANTASY_PTS_ROLL_5,PTS_ROLL_10,REB_ROLL_10,AST_ROLL_10,STL_ROLL_10,BLK_ROLL_10,TOV_ROLL_10,FG_PCT_ROLL_10,FG3_PCT_ROLL_10,FT_PCT_ROLL_10,MIN_ROLL_10,EFFICIENCY_ROLL_10,FANTASY_PTS_ROLL_10,PTS_ROLL_20,REB_ROLL_20,AST_ROLL_20,STL_ROLL_20,BLK_ROLL_20,TOV_ROLL_20,FG_PCT_ROLL_20,FG3_PCT_ROLL_20,FT_PCT_ROLL_20,MIN_ROLL_20,EFFICIENCY_ROLL_20,FANTASY_PTS_ROLL_20,DAYS_REST,BACK_TO_BACK,WELL_RESTED,HOT_STREAK,COLD_STREAK,PTS_SEASON_AVG,OPP_DEF_RATING_NORM,IS_HOME,PTS_VS_OPP_AVG,GAMES_VS_OPP,MIN,EFFICIENCY,TS_PCT,PTS_PER_MIN,TARGET_PTS,TARGET_REB,TARGET_AST,TARGET_FANTASY_PTS
201566,Marcus Johnson,2023-10-24,2023-24,ATL,away,24.0,8.0,9.0,1.0,0.0,4.0,0.476,0.333,0.75,35.483333333333334,26.0,46.1,24.0,8.0,9.0,1.0,0.0,4.0,0.476,0.333,0.75,35.483333333333334,26.0,46.1,24.0,8.0,9.0,1.0,0.0,4.0,0.476,0.333,0.75,35.483333333333334,26.0,46.1,3.0,0,1,0,0,24.0,0.25858756253382786,0,24.0,0,35.483333333333334,26,0.5272407732864675,0.6763738844527947,24.0,2.0,2.0,29.4
201566,Marcus Johnson,2023-10-26,2023-24,PHI,away,24.0,5.0,5.5,1.0,0.0,3.5,0.423,0.2915,0.75,34.04166666666667,17.0,37.75,24.0,5.0,5.5,1.0,0.0,3.5,0.423,0.2915,0.75,34.04166666666667,17.0,37.75,24.0,5.0,5.5,1.0,0.0,3.5,0.423,0.2915,0.75,34.04166666666667,17.0,37.75,2.0,0,0,0,0,24.0,-0.49562964012808797,0,24.0,0,32.6,8,0.4172461752433936,0.7361963190184049,19.0,5.0,6.0,32.0
201566,Marcus Johnson,2023-11-01,2023-24,OKC,home,22.333333333333332,5.0,5.666666666666667,0.6666666666666666,0.0,3.0,0.41533333333333333,0.30533333333333335,0.7223333333333333,34.09444444444444,16.333333333333332,35.833333333333336,22.333333333333332,5.0,5.666666666666667,0.6666666666666666,0.0,3.0,0.41533333333333333,0.30533333333333335,0.7223333333333333,34.09444444444444,16.333333333333332,35.833333333333336,22.333333333333332,5.0,5.666666666666667,0.6666666666666666,0.0,3.0,0.41533333333333333,0.30533333333333335,0.7223333333333333,34.09444444444444,16.333333333333332,35.833333333333336,6.0,0,1,0,0,22.333333333333332,-0.14545736746362747,1,19.0,0,34.2,15,0.4455909943714822,0.5555555555555555,29.0,4.0,6.0,39.8
201566,Marcus Johnson,2023-11-05,2023-24,NYK,home,24.0,4.75,5.75,0.5,0.0,3.0,0.427,0.2915,0.74175,33.275,17.5,36.825,24.0,4.75,5.75,0.5,0.0,3.0,0.427,0.2915,0.74175,33.275,17.5,36.825,24.0,4.75,5.75,0.5,0.0,3.0,0.427,0.2915,0.74175,33.275,17.5,36.825,4.0,0,1,0,0,24.0,-0.09158471013063266,1,29.0,0,30.816666666666663,21,0.5141843971631206,0.94104921579232,23.0,6.0,8.0,42.2
201566,Marcus Johnson,2023-11-09,2023-24,CHI,home,23.8,5.0,6.2,0.6,0.0,3.0,0.41859999999999997,0.2332,0.7434000000000001,32.53,17.6,37.9,23.8,5.0,6.2,0.6,0.0,3.0,0.41859999999999997,0.2332,0.7434000000000001,32.53,17.6,37.9,23.8,5.0,6.2,0.6,0.0,3.0,0.41859999999999997,0.2332,0.7434000000000001,32.53,17.6,37.9,4.0,0,1,0,0,23.8,-0.9266108987920426,1,23.0,0,29.55,18,0.4142651296829971,0.7783417935702199,18.0,5.0,6.0,34.0
201566,Marcus Johnson,2023-11-10,2023-24,IND,away,22.6,4.4,5.6,0.6,0.0,2.6,0.39,0.16660000000000003,0.7268000000000001,32.79,14.6,35.480000000000004,22.833333333333332,5.0,6.166666666666667,0.6666666666666666,0.0,2.8333333333333335,0.4043333333333334,0.19433333333333333,0.7306666666666667,33.23888888888889,16.5,37.25,22.833333333333332,5.0,6.166666666666667,0.6666666666666666,0.0,2.8333333333333335,0.4043333333333334,0.19433333333333333,0.7306666666666667,33.23888888888889,16.5,37.25,1.0,1,0,0,0,22.833333333333332,-1.5730827867879689,0,18.0,0,36.78333333333333,11,0.3554502369668246,0.4893520616221115,29.0,8.0,4.0,48.6
201566,Marcus Johnson,2023-11-14,2023-24,LAC,home,23.6,5.6,6.0,0.6,0.2,2.4,0.4018,0.1452,0.7368,33.026666666666664,17.8,39.32,23.714285714285715,5.428571428571429,5.857142857142857,0.7142857142857143,0.14285714285714285,2.7142857142857144,0.40785714285714286,0.187,0.7405714285714285,33.31666666666667,17.571428571428573,38.871428571428574,23.714285714285715,5.428571428571429,5.857142857142857,0.7142857142857143,0.14285714285714285,2.7142857142857144,0.40785714285714286,0.187,0.7405714285714285,33.31666666666667,17.571428571428573,38.871428571428574,4.0,0,1,0,0,23.714285714285715,-0.14545736746362747,1,29.0,0,33.78333333333333,24,0.4801324503311258,0.8584114454859398,26.0,2.0,5.0,39.9
201566,Marcus Johnson,2023-11-17,2023-24,PHX,home,25.0,5.0,5.8,0.8,0.4,2.4,0.4064,0.1452,0.7534000000000001,32.806666666666665,18.2,40.9,24.0,5.0,5.75,0.75,0.25,2.625,0.40975,0.20525,0.74175,33.28958333333333,17.5,39.0,24.0,5.0,5.75,0.75,0.25,2.625,0.40975,0.20525,0.74175,33.28958333333333,17.5,39.0,3.0,0,1,0,0,24.0,-0.5225659687945873,1,26.0,0,33.1,17,0.4682997118155619,0.7854984894259819,24.0,6.0,7.0,39.7
201566,Marcus Johnson,2023-11-18,2023-24,UTA,home,24.0,5.4,6.0,0.8,0.4,2.2,0.388,0.1618,0.7434000000000001,33.123333333333335,17.4,40.879999999999995,24.0,5.111111111111111,5.888888888888889,0.6666666666666666,0.2222222222222222,2.5555555555555554,0.4053333333333333,0.21944444444444444,0.7426666666666667,33.19074074074074,17.444444444444443,39.077777777777776,24.0,5.111111111111111,5.888888888888889,0.6666666666666666,0.2222222222222222,2.5555555555555554,0.4053333333333333,0.21944444444444444,0.7426666666666667,33.19074074074074,17.444444444444443,39.077777777777776,1.0,1,0,0,0,24.0,1.228295394527719,1,24.0,0,32.4,17,0.4172461752433936,0.7407407407407408,20.0,5.0,5.0,30.5
201566,Marcus Johnson,2023-11-21,2023-24,IND,home,23.4,5.2,5.4,0.6,0.4,2.2,0.41100000000000003,0.1618,0.7268000000000001,33.870000000000005,17.2,38.54,23.6,5.1,5.8,0.6,0.2,2.6,0.41479999999999995,0.1975,0.7351,33.2,17.4,38.22,23.6,5.1,5.8,0.6,0.2,2.6,0.41479999999999995,0.1975,0.7351,33.2,17.4,38.22,3.0,0,1,0,0,23.6,-1.5730827867879689,1,19.0,1,33.28333333333333,17,0.5175983436853002,0.6009013520280421,26.0,7.0,10.0,50.4
